id,name,force,level,mechanic,equipment,category,primary_muscles,secondary_muscles,instructions
wger_655,Tricep Dumbbell Kickback,,,,Dumbbell,Arms,Triceps,,"Start with a dumbbell in each hand and your palms facing your torso. Keep your back straight with a slight bend in the knees and bend forward at the waist. Your torso should be almost parallel to the floor. Make sure to keep your head up. Your upper arms should be close to your torso and parallel to the floor. Your forearms should be pointed towards the floor as you hold the weights. There should be a 90-degree angle formed between your forearm and upper arm. This is your starting position. Now, while keeping your upper arms stationary, exhale and use your triceps to lift the weights until the arm is fully extended. Focus on moving the forearm. After a brief pause at the top contraction, inhale and slowly lower the dumbbells back down to the starting position. Repeat the movement for the prescribed amount of repetitions. Variations: This exercise can be executed also one arm at a time much like the one arm rows are performed. Also, if you like the one arm variety, you can use a low pulley handle instead of a dumbbell for better peak contraction. In this case, the palms should be facing up (supinated grip) as opposed to the torso (neutral grip)."
wger_660,Triceps Extensions on Cable With Bar,,,,,Arms,Triceps,,"Grab the bar, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Without pause go back to the initial position."
wger_636,Superman,,,,Gym mat,Back,Glutes|Lats,,"Lay flat on your stomach with your arms extended in front of you on the ground as your legs are lying flat. Lift both your arms and legs at the same time, as if you were flying, and contract the lower back. Make sure that you are breathing and, depending on your fitness level, hold the movement for at least two to five seconds per repetition."
wger_661,Triceps on Machine,,,,,Arms,Triceps,,"Sit down and hold the bar firmly with your hands. Now press the weight upwards (don't fully extend your arms) and lower it slowly again. As with other triceps exercises, it's important not to move your upper arms."
wger_623,Standing Rope Forearm,,,,,Arms,,,"Grab a wrist roller tool with both hands while standing with your feet about shoulder width apart. If your gym does not have a wrist roller tool, you can easily put one together. All you need is a 5 or 10 pound weight plate, a strong thin rope about 3 feet long and a 6-8 inch stick or bar. Securely fasten the rope to the middle of the bar/stick and tie the other end of the rope to the weight plate. To begin this exercise, grab the bar/stick with both hands using an overhand grip. Extend both arms straight out in front of you, parallel to the floor. Next, roll the weight up from the floor by rapidly twisting the bar/stick with your hands and wrists. Once the weight reaches the top, slowly lower the plate back to the floor by reversing the motion of your hands and wrists. Repeat (if you can!)."
wger_675,Turkish Get-Up,,,,Dumbbell,Abs,Shoulders|Glutes|Obliquus externus abdominis|Serratus anterior,Shoulders|Glutes|Obliquus externus abdominis|Serratus anterior,"Starting on back, move to the standing position with dumbbell in one hand. Switch hands between reps."
wger_711,Wall Handstand,,,,none (bodyweight exercise),Shoulders,,,Handstand against a wall for support (chest facing wall).
wger_723,Wide-grip Pulldown,,,,,Back,Lats,,Lat pulldowns with a wide grip on the bar.
wger_684,Underhand Lat Pull Down,,,,,Back,Lats,Biceps,"Grip the pull-down bar with your palms facing you and your hands closer than shoulder-width apart. Lean back slightly and keep your back straight. Pull the bar down towards your chest, pulling your shoulders back slightly at the end of the motion."
wger_922,SEATED CABLE MID TRAP SHRUG,,,,,Back,Lats,,"seated straight back, slight hold at top"
wger_694,Upright Row w/ Dumbbells,,,,Dumbbell,Shoulders,Shoulders|Trapezius,Biceps,Feet apart at shoulder width. Nice and Slow!
wger_695,V-Bar Pulldown,,,,,Back,,,Pulldowns using close grip v-bar.
wger_974,Curl with kettlebell two hands,,,,Kettlebell,Arms,Biceps,,"Stand upright and grip the kettlebell with both hands. Perform the elbow flexion motion, starting from a fully extended position until your hand reaches shoulder height. Spread your legs a little for stability and, to perform the exercise correctly, try not to push with your back or body in general. Change the weight of the kettlebell to adjust the difficulty."
wger_683,Power Clean,,,,Barbell,Chest,Chest,,Olympic weight lifting
wger_702,"Calf raises, one legged",,,,,Calves,Calves,,
wger_693,"Upright Row, SZ-bar",,,,SZ-Bar,Shoulders,Shoulders|Trapezius,Biceps,"Stand straight, your feet are shoulder-width apart. Hold the SZ-bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement."
wger_713,Wall Pushup,,,,none (bodyweight exercise),Arms,Shoulders|Chest|Triceps,Glutes|Abs|Serratus anterior|Trapezius,Pushup against a wall
wger_691,"Upright Row, on Multi Press",,,,,Shoulders,Shoulders|Trapezius,Biceps,"The movements are basically the same as with an SZ-bar, but you use the bar on the multi press: Stand straight, your feet are shoulder-width apart. Hold the bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement."
wger_722,Weighted Step-ups,,,,,Legs,,,box step ups w/ barbell and 45's on each side
wger_688,Upper External Oblique,,,,Pull-up bar,Chest,Obliquus externus abdominis,,Exercise for upper external oblique muscles
wger_672,Trunk Rotation With Cable,,,,,Abs,Obliquus externus abdominis,Lats,Seated trunk rotation with cable
wger_716,Wall Slides,,,,none (bodyweight exercise),Back,Biceps|Hamstrings|Chest|Trapezius|Triceps,,"Stand with heels, shoulders, back of head, and hips touching the wall. Start with biceps straight out and elbows at a 90 degree angle. Straighten the arms while remaining againstthe wall without arching the back off of the wall, mimicking a shoulder press movement."
wger_687,Overhead Press,,,,Barbell,Chest,Shoulders,,
wger_1027,Elevated prayer stretch,,,,Bench,Back,Lats,,"Starting position: Kneel in front of a bench, far enough so that your torso can fit between your knees and the bench. With your back straight, place your elbows on the bench, with palms together, hands pointing up. Steps: On exhale, stretch your chest down toward the floor without moving your lower back. At the same time, bring your hands toward your shoulders, keeping palms together and elbows on the bench. Hold for a few seconds. On inhale, relax your back to return to the starting position. 4. Repeat."
wger_1028,Quadruped thoracic rotation left,,,,none (bodyweight exercise),Back,,,"Starting position: Start kneeling on all fours, knees shoulder-width apart. Place your left hand behind your head while keeping your right hand outstretched and touching the floor. Steps: On inhale, move your left elbow toward your right hand, keeping your left hand behind your head. On exhale, move your left elbow to point up toward the ceiling. Repeat."
wger_1029,Quadruped thoracic rotation right,,,,none (bodyweight exercise),Back,,,"Starting position: Start kneeling on all fours, knees shoulder-width apart. Place your right hand behind your head while keeping your left hand outstretched and touching the floor. Steps: On inhale, move your right elbow toward your left hand, keeping your right hand behind your head. On exhale, move your right elbow to point up toward the ceiling. Repeat."
wger_1079,Plate twist,,,,Gym mat,Abs,Obliquus externus abdominis|Abs,,"Step 1: Sit on an exercise mat with your legs extended in front of you. Step 2: Grasp a plate in both hands as if holding a steering wheel, arms slightly bent, and hold it in front of your abdominals. Step 3: With knees slightly bent, cross your ankles and slowly lift them a few inches off the floor. Step 4: Keep your back straight but lean backward slightly to help maintain balance. Step 5: Exhaling, rotate your torso (twist) to the right side and touch the end of the plate to the floor. Step 6: Inhale and return to the forward facing start position. Step 7: Exhaling, rotate your torso (twist) to the left side and touch the end of the plate to the floor. Step 8: Inhale and return to the forward facing start position. Step 9: Repeat for a full set."
wger_1080,Hindu Pushups,,,,,Shoulders,Shoulders|Chest,Triceps,"Exercise to strengthen the shoulders and pectorals. Its name is due to the fact that it begins in the Yoga position ""Dog Facing Down"", passing to ""Cobra"" but without resting the legs or torso on the ground to finally end with a normal flexion. The exercise can also be performed backwards (back to the starting position). As a variation, after doing the push-up, the hip can be raised to return to downward facing dog."
wger_1081,Shoulder dislocates,,,,,Shoulders,,,"Starting position: Stand up with your back straight and a resistance band, towel, or broomstick handle in hand. With your hands straight in front of your body and the band between your hands, push your hands apart to both be at around 45 degrees from your body, thumbs facing down. If using a towel or broomstick handle instead, grab it with an overhand grip. Steps: Keeping your arms outstretched, rotate at the shoulders to bring your arms overhead and then down toward your glutes. Rotate at the shoulders in the opposite direction — overhead and then toward your groin. Repeat."
